nama_pengulas,ulasan,rating,nama_gerai,text_clean,word_count,sentiment,aspek_rasa,sentimen_rasa,aspek_harga,sentimen_harga,aspek_pelayanan,sentimen_pelayanan,aspek_kecepatan,sentimen_kecepatan,aspek_kebersihan,sentimen_kebersihan,aspek_stok,sentimen_stok,aspek_aplikasi,sentimen_aplikasi,rating_num
richie ade christian,"tempatnya nyaman banget
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,tempat nyaman banget pesan makan,5,positive,1,neutral,0,None,0,None,0,None,1,positive,0,None,1,neutral,5.0
Sophia Nouriska,"Pelayanan baik, makanan enak, tempat strategis
Makanan: 5…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,layan makan enak strategis makan,5,positive,1,negative,0,None,1,positive,0,None,0,None,0,None,0,None,5.0
Eti Haryati,"Luamayannn nyamannn
Makanan: 5
Layanan:…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,luamayannn nyamannn makan layan,4,positive,0,None,0,None,1,neutral,0,None,1,neutral,0,None,0,None,5.0
Rita Riana,"Oke juga tempatnya, bisa setiap pagi nongky disini sebelum kerja",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,oke tempat pagi nongky sini kerja,6,positive,0,None,0,None,0,None,0,None,1,positive,0,None,0,None,5.0
Abiyyu Yazid Hilal,"Tempatnya nyaman
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,tempat nyaman pesan makan,4,positive,1,neutral,0,None,0,None,0,None,1,positive,0,None,1,neutral,5.0
Dinda Ayu,Tempatnya nyaman. Sayang ada parkirnya,5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,tempat nyaman sayang parkir,4,positive,0,None,0,None,0,None,0,None,1,positive,0,None,0,None,5.0
Didho Kurniawan,"Tempatnya cozy lah
Makanan: 5
Layanan:…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,tempat cozy makan layan,4,positive,0,None,0,None,1,neutral,0,None,1,neutral,0,None,0,None,5.0
ruri andriana,"Mantapsss, deket kantor pula, ngopi tiap hari ini mah 😎 …
Makanan: 5…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,mantapsss deket kantor ngopi mah makan,6,positive,0,None,0,None,0,None,0,None,0,None,0,None,0,None,5.0
Raffa Sya,"Pelayanan paling terbaik 🫶🏻 …
Makanan: 5…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,layan baik makan,3,positive,0,None,0,None,1,positive,0,None,0,None,0,None,0,None,5.0
Dinii Eka,"tempat yang nyaman dan karyawan yang baik
Makanan: 5…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,nyaman karyawan makan,3,positive,0,None,0,None,1,negative,0,None,1,negative,0,None,0,None,5.0
Uswatun Hasanah13,"Outlet baru, luas, bersih nyaman, ada musollanya juga, nyaman bgt buat wfc ❤️
Makanan: 5…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,outlet luas bersih nyaman musollanya nyaman banget wfc makan,9,positive,0,None,0,None,0,None,0,None,1,positive,1,neutral,0,None,5.0
Jessica Amelia Azzahra,"kopinya enak, banyak promonya jugaaa mantap pokoknya
Jenis pesanan
Bawa …
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,kopi enak promonya jugaaa mantap pokok pesan bawa,8,positive,1,negative,0,None,0,None,0,None,0,None,0,None,1,neutral,5.0
Ella Sahertian,"Tmptnya enak tidak terlalu besar.
Jenis makanan
Lainnya…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,tmptnya enak makan,3,positive,1,negative,0,None,0,None,0,None,0,None,0,None,0,None,5.0
Inka Sptn,"Pelayanannya sangat baik
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,layan pesan makan,3,positive,1,neutral,0,None,1,negative,0,None,0,None,0,None,1,neutral,5.0
Muhammad Qois,"Lokasi strategis dan tempat nyaman
Makanan: 5…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,lokasi strategis nyaman makan,4,positive,0,None,0,None,0,None,0,None,1,positive,0,None,0,None,5.0
meyliani halim,"Suasana nya cozy dan semerbak aroma Kopi
Tarif per orang
Rp 1–25.000…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,suasana nya cozy semerbak aroma kopi tarif rp,8,positive,1,positive,0,None,0,None,0,None,1,positive,0,None,0,None,5.0
Fitri Rahayu,"Tempatnya cozy bgtttt
Suasana: 5",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,tempat cozy bgtttt suasana,4,positive,0,None,0,None,0,None,0,None,1,neutral,0,None,0,None,5.0
grasela samosir,"Pelayanan cepat dan bagus
Jenis pesanan
Bawa pulang…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,layan cepat bagus pesan bawa pulang,6,positive,1,neutral,0,None,1,negative,1,negative,0,None,0,None,1,neutral,5.0
William Nicholas,"Sangat nyaman nongkrong disini
Jenis pesanan
Makan di tempat…
Lainnya",4 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,nyaman nongkrong sini pesan makan,5,positive,1,neutral,0,None,0,None,0,None,1,negative,0,None,1,neutral,4.0
Mutiara Saraswaty,"Kopken baru di juanda masih promo b1gw
Makanan: 5…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,kopken juanda promo bgw makan,5,positive,0,None,1,positive,0,None,0,None,0,None,0,None,0,None,5.0
Benni,"Bersih, nyaman
Makanan: 5
Layanan:…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,bersih nyaman makan layan,4,positive,0,None,0,None,1,neutral,0,None,1,positive,0,None,0,None,5.0
Bayu Wandira,"Pelayanan top
Makanan: 5
Layanan:…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,layan top makan layan,4,positive,0,None,0,None,1,positive,0,None,0,None,0,None,0,None,5.0
nadira azzahra,"Baristanya baik bgt
Makanan: 5
Layanan:…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,baristanya banget makan layan,4,positive,0,None,0,None,1,negative,0,None,0,None,0,None,0,None,5.0
Jessica Hendrawan,"Tempatnya comfy
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,tempat comfy pesan makan,4,positive,1,neutral,0,None,0,None,0,None,1,negative,0,None,1,neutral,5.0
Nichoo,"Sangat cozy dan bersih
Makanan: 5
Layanan:…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,cozy bersih makan layan,4,positive,0,None,0,None,1,neutral,0,None,1,negative,0,None,0,None,5.0
Selvie Ani,"Barista ramah semua
Makanan: 5
Layanan:…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,barista ramah makan layan,4,positive,0,None,0,None,1,negative,0,None,0,None,0,None,0,None,5.0
Ariel Gionino,harusnya 24 jam,3 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,jam,1,neutral,0,None,0,None,0,None,1,neutral,0,None,0,None,0,None,3.0
Syahrul D,"asik dan nyaman
Makanan: 5
Layanan:…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,asik nyaman makan layan,4,positive,0,None,0,None,1,neutral,0,None,1,positive,0,None,0,None,5.0
Agus Tolob,"Nice. Nyaman. Ramah
Jenis pesanan
Bawa pulang…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,nice nyaman ramah pesan bawa pulang,6,positive,1,neutral,0,None,1,negative,0,None,1,positive,0,None,1,neutral,5.0
Rifan Krisna Hikmawan,"👍🏻👍🏻👍🏻 …
Makanan: 5
Layanan:…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,makan layan,2,positive,0,None,0,None,1,neutral,0,None,0,None,0,None,0,None,5.0
indah yulistiani,"Banyak diskon
Makanan: 5
Layanan:…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,diskon makan layan,3,positive,0,None,1,negative,1,neutral,0,None,0,None,0,None,0,None,5.0
stevani monica,"tempatnya comfy
Makanan: 5
Layanan:…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,tempat comfy makan layan,4,positive,0,None,0,None,1,neutral,0,None,1,neutral,0,None,0,None,5.0
Azmi Maulana,"Oke bgt
Layanan: 5
Suasana: …
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,oke banget layan suasana,4,positive,0,None,0,None,1,neutral,0,None,1,neutral,0,None,0,None,5.0
pen pen,"Keren
Makanan: 5
Layanan: 5…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,keren makan layan,3,positive,0,None,0,None,1,neutral,0,None,0,None,0,None,0,None,5.0
Antoni Bastian,"Mantap
Makanan: 5
Layanan: 5…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,mantap makan layan,3,positive,0,None,0,None,1,neutral,0,None,0,None,0,None,0,None,5.0
gusti pawang pangayoman,"Enak
Makanan: 5
Layanan: 5…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,enak makan layan,3,positive,1,negative,0,None,1,neutral,0,None,0,None,0,None,0,None,5.0
dhaztin alfilqri12,"mantapp
Makanan: 5
Layanan: …
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,mantapp makan layan,3,positive,0,None,0,None,1,neutral,0,None,0,None,0,None,1,neutral,5.0
marcho immanuel,"Mantapppp
Makanan: 5
Layanan:…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,mantapppp makan layan,3,positive,0,None,0,None,1,neutral,0,None,0,None,0,None,1,neutral,5.0
Rendy Siswanto,"Mantap
Makanan: 5
Layanan: 5…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,mantap makan layan,3,positive,0,None,0,None,1,neutral,0,None,0,None,0,None,0,None,5.0
Selvi Ana,"Pelayanan nya ga bangett, ada customer beli malah di diemin... Judes banget lgi
Jenis pesanan…
Lainnya",1 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,layan nya ga bangett customer beli diemin judes banget pesan,10,negative,1,negative,0,None,1,positive,0,None,0,None,0,None,1,neutral,1.0
Armelia,"kesekian kalinya wfc disini
Makanan: 5…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,sekian kali wfc sini makan,5,positive,0,None,0,None,0,None,0,None,1,neutral,0,None,0,None,5.0
Anastasia,"mantul sekaliii
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,mantul sekaliii pesan makan,4,positive,1,neutral,0,None,0,None,0,None,0,None,0,None,1,neutral,5.0
Kevin Alfajri,"Ramah dan Baik Pelayanannya
Makanan: 5…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,ramah layan makan,3,positive,0,None,0,None,1,negative,0,None,0,None,0,None,0,None,5.0
Farhan Surachman,"nyaman banget tempatnya, cocok buat skripsian wkwkwk
Makanan: 5…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,nyaman banget tempat cocok skripsi wkwkwk makan,7,positive,0,None,0,None,0,None,0,None,1,positive,0,None,0,None,5.0
khansa faiza,"temaptnya nyaman, luas, pelayanannya okeee, pw buat nugass
Makanan: 5…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,temaptnya nyaman luas layan okeee posisi nyaman nugass makan,9,positive,0,None,0,None,1,neutral,0,None,1,positive,0,None,0,None,5.0
Gheren Imanuel,"Tempatnya bagus, nyaman, baristanya juga ramah ramah
Makanan: 5…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,tempat bagus nyaman baristanya ramah ramah makan,7,positive,0,None,0,None,1,negative,0,None,1,neutral,0,None,0,None,5.0
alfina,"cozy place, mantap👍🏻 …
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,cozy place mantap pesan makan,5,positive,1,neutral,0,None,0,None,0,None,1,negative,0,None,1,neutral,5.0
Sausan Zahra,"Sayang toiletnya rusak dr kmrnan 😢 …
Makanan: 5…
Lainnya",4 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,sayang toilet rusak dr kmrnan makan,6,positive,0,None,0,None,0,None,0,None,1,negative,0,None,0,None,4.0
Viska Esarani,"Ada 2 staff tapi duaduanya ditanya mengenai promo gak ada yang bisa jawab. Padahal yang ditanya ada tepat di depan mesir kasir. Pelanggan pun gak ada disuruh menunggu atau apa, cuma dijawab “tunggu ya saya tanya dulu” terus foto promonya dari hp saya & saya harus tunggu sampai kapan? Lainnya",1 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,staff duaduanya tanya promo gak jawab tanya mesir kasir langgan gak suruh tunggu jawab tunggu iya foto promonya hp tunggu,20,negative,1,negative,1,negative,1,negative,1,negative,0,None,0,None,0,None,1.0
Renaldy Dwi Muharram,"Lokasi yang tidak jauh berbeda dari di Pecenongan tapi dua-duanya sama2 luas untuk area tempat duduk & yang ini lebih ramai di jam makan siang. Overall semuanya baristanya as always, THE BEST. Thank you.. Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,lokasi beda pecenongan duaduanya luas area duduk ramai jam makan siang overall baristanya as always best thank you,18,positive,1,neutral,0,None,1,negative,1,negative,1,negative,0,None,0,None,5.0
darwin halim,Kopi kenangan disini tempat nyaman dalamnya. Tapi kalau bawa mobil agak susah parkir nya. Tapi semua terobati dengan kenyaman dlmnya. Pas mantap untuk meeting singkat sambil ngopi ngopi santai. Lainnya,4 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,kopi kenang sini nyaman dalam bawa mobil agak susah parkir nya obat kenyam dlmnya pas mantap meeting singkat ngopi ngopi santai,21,positive,1,positive,1,positive,0,None,0,None,1,positive,0,None,0,None,4.0
bfshoping store,"KopKen ini ruko 2 Lantai. lantai atas buat arwah Smoking dan di sini ada disiapkan minj Mushola.
Space tabel buat WFC sangat banyak. Dan AC Zuper Dingin. Joss lah. … Lainnya",4 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,kopken rumah toko lantai lantai arwah smoking siap minj mushola space tabel wfc ac zuper dingin joss,17,positive,1,negative,0,None,0,None,0,None,1,negative,0,None,0,None,4.0
Riko,"apa ada lowongan pekerjaan
Makanan: 4…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,lowong kerja makan,3,positive,0,None,0,None,0,None,0,None,0,None,0,None,0,None,5.0
Rahmalia Putri,Ada musholanya👍🏻👍🏻👍🏻 …,5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,musholanya,1,positive,0,None,0,None,0,None,0,None,0,None,0,None,0,None,5.0
yoshh yk,"fasilitas toilet antara perempuan dan cwo harus nya pisah
Layanan: 2",1 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,fasilitas toilet perempuan cwo nya pisah layan,7,negative,0,None,0,None,1,neutral,0,None,1,negative,0,None,0,None,1.0
Saitama,Wifinya enggak stabil putus2,1 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,wifinya stabil putus,3,negative,0,None,0,None,0,None,0,None,0,None,0,None,0,None,1.0
ardy wongso,"pengalaman buruk mau pesen dicuekin malah ngobrol berdua, uda di panggil masi belaga ga denger, trainingin lg deh ini pegawainya Lainnya",1 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,alam buruk sen dicuekin ngobrol dua uda panggil mas belaga ga denger trainingin deh pegawai,15,negative,0,None,0,None,1,negative,0,None,0,None,0,None,0,None,1.0
Ahmad Gugusdepan,"Tempat cozy enak buat nongkrong ngerjain tugas atau ngobrol sama temen
Jenis pesanan…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,cozy enak nongkrong ngerjain tugas ngobrol teman pesan,8,positive,1,negative,0,None,0,None,0,None,1,negative,0,None,1,neutral,5.0
RRAAV YXC,"RAMAH BANGETT PELAYANAN NYAA, TEMPATNYA JG NYAMAN BGT PLISS BUAT CHILLING². LOVEEE
Makanan: 5…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,ramah bangett layan nyaa tempat nyaman banget pliss chilling loveee makan,11,positive,0,None,0,None,1,negative,0,None,1,positive,0,None,0,None,5.0
Regina Soviana,"Buruan baru buka banyak promonya, tempat dan pelayanannya okayyy bangettt🥰🥰 …
Makanan: 5…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,buru buka promonya layan okayyy bangettt makan,7,positive,0,None,1,negative,1,negative,0,None,0,None,0,None,0,None,5.0
Dony Tyasepta,"Kakak nya ramah dan rajin, tmpt nya cocok buat kerja.
Makanan: 5…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,kakak nya ramah rajin nya cocok kerja makan,8,positive,0,None,0,None,1,negative,0,None,0,None,0,None,0,None,5.0
Daraa Justy,"Pelayanan baik
Makanan: 5
Layanan:…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,layan makan layan,3,positive,0,None,0,None,1,positive,0,None,0,None,0,None,0,None,5.0
MUHAMMAD ARIEF,"kopinya enak, kasir nya ramah
Jenis pesanan
Bawa pulang…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,kopi enak kasir nya ramah pesan bawa pulang,8,positive,1,negative,0,None,1,negative,0,None,0,None,0,None,1,neutral,5.0
DEWIYANTI Hoe,"Tempat nya cozy enak buat nongkrong di lt 2
Jenis pesanan
Makan di tempa…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,nya cozy enak nongkrong lt pesan makan tempa,8,positive,1,negative,0,None,0,None,0,None,1,negative,0,None,1,neutral,5.0
Andry Leonhart,"Cuman mau take away aj ad tukang parkirnya,",3 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,cuman take away tukang parkir,5,neutral,0,None,0,None,0,None,0,None,0,None,0,None,0,None,3.0
Michael da Silva,"Kedai Kopi TERBAIK... Pohonnya sudah PUNCAK
Jenis pesanan
Makan di tempa…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,kedai kopi baik pohon puncak pesan makan tempa,8,positive,1,positive,0,None,1,positive,0,None,0,None,0,None,1,neutral,5.0
Windy Sibarani,Tempat yang bagus,5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,bagus,1,positive,0,None,0,None,0,None,0,None,0,None,0,None,0,None,5.0
Arnold Yudi Nanlohy,"Pelayanan yang baik
Makanan: 5
Layanan:…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,layan makan layan,3,positive,0,None,0,None,1,negative,0,None,0,None,0,None,0,None,5.0
Siswanti S,"Secara keseluruhan okeee
Jenis pesanan
Bawa pulang…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,okeee pesan bawa pulang,4,positive,1,neutral,0,None,0,None,0,None,0,None,0,None,1,neutral,5.0
Charlie Chow,"ruang yang nyaman
Makanan: 5
Layanan:…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,nyaman makan layan,3,positive,0,None,0,None,1,neutral,0,None,1,negative,0,None,0,None,5.0
Meita Maulani,"semuanya baik-baik saja
Makanan: 5…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,baikbaik makan,2,positive,0,None,0,None,0,None,0,None,0,None,0,None,0,None,5.0
Atri Handayani,"Besar!
Makanan: 5
Layanan: 5…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,makan layan,2,positive,0,None,0,None,1,neutral,0,None,0,None,0,None,0,None,5.0
Yuspi Rio Adhitya,"Bagus
Makanan: 5
Layanan: 5…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,bagus makan layan,3,positive,0,None,0,None,1,neutral,0,None,0,None,0,None,0,None,5.0
Maria Theondra,"Bagus
Makanan: 5
Layanan: 5…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,bagus makan layan,3,positive,0,None,0,None,1,neutral,0,None,0,None,0,None,0,None,5.0
Jo Nathan,"Bagus
Makanan: 5
Layanan: 5…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,bagus makan layan,3,positive,0,None,0,None,1,neutral,0,None,0,None,0,None,0,None,5.0
Juan Antonio,Tempatnya cukup nyaman untuk bekerja jarak jauh dan pelayanan serta makanannya enak. Tapi kadang-kadang pesanan kita salah dan mereka tidak melakukan apa pun (bahkan tidak meminta maaf). Lainnya,3 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,tempat nyaman jarak layan makan enak kadangkadang pesan salah laku maaf,11,neutral,1,negative,0,None,1,negative,0,None,1,negative,0,None,1,negative,3.0
Muhamad Aby,"Bagus
Makanan: 4
Layanan: 4…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,bagus makan layan,3,positive,0,None,0,None,1,neutral,0,None,0,None,0,None,0,None,5.0
Safira Cahyaningsih,"Sangat ramah
Jenis pesanan
Makan di tempat…
Lainnya",5 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,ramah pesan makan,3,positive,1,neutral,0,None,1,negative,0,None,0,None,0,None,1,neutral,5.0
Cherly Via,Layanan pelanggan yang buruk.,1 bintang,KopiKenangan-RukoIrHJuanda3Jakarta,layan langgan buruk,3,negative,0,None,0,None,1,negative,0,None,0,None,0,None,0,None,1.0
Blue,"minuman dan dessert nya seperti biasa, enak enak aja not bad. dan ini pertama kalinya beli japanese curry karna di gambar enak gitu ya ada kuah kentel dan nasinya padat. pas sampai sini 24k sedikit itu? nasinya kering semua dan ayamnya bener bener 2 potong? gila sih 😅 rasanya juga ga memuaskan … Lainnya",1 bintang,KopiKenangan-RukoJoglo,minum dessert nya enak enak not bad kali beli japanese curry gambar enak iya kuah kentel nasi padat pas nasi kering ayam benar benar potong gila sih ga muas,29,negative,1,negative,1,negative,0,None,0,None,0,None,0,None,0,None,1.0
mampir stories,"Overall sudah baik. AC dingin, kamar mandi cukup bersih, colokan aman, wifi lumayan.
Jenis pesanan…
Lainnya",5 bintang,KopiKenangan-RukoJoglo,overall ac dingin kamar mandi bersih colok aman wifi lumayan pesan,11,positive,1,negative,0,None,0,None,0,None,1,negative,0,None,1,neutral,5.0
Leksa,"Tempat nya, nyaman banget, cocok buat yang mau WFC, wifi tersedia, untuk minuman dan makanan juga okee, Harga stabil, tempat nya bersih, kamar mandi bersih, AC juga dingin, Barista nya ramah² langganan banget sama kopi kenangan di tempat ini, bagus tingkat 2 ada, outdoor ada indoor juga di bawah Lainnya",5 bintang,KopiKenangan-RukoJoglo,nya nyaman banget cocok wfc wifi sedia minum makan okee harga stabil nya bersih kamar mandi bersih ac dingin barista nya ramah langgan banget kopi kenang bagus outdoor indoor,29,positive,1,positive,1,positive,1,positive,0,None,1,negative,1,positive,0,None,5.0
